IME ORGANIZACIJE / PRODUCENTA,IME V BAZI CULTURE.SI,CULTURE.SI POVEZAVA NA ČLANEK,DAVČNA ŠT.,STATUS organizacije (javna/zasebna),SEDEŽ ORGANIZACIJE,ZNESEK PODPORE EU (v EUR),Podpora EU za (tujega) vodjo projekta (v EUR),Država vodje projekta,Opombe,IME PROJEKTA,NAZIV RAZPISA (šifrant 1),PODROČJE PROJEKTA (šifrant 2),STATUS organizacije/producenta V PROJEKTU (Vodja / Partner),LETO razpisa (ko se pridobi podpora EU),Ime programa EU,Uradna oznaka oz. naziv razpisa,Opomba (podnaslov oz. kratek opis razpisa),Ime programa EU (F),Področje projekta (F),Šifra 2 (F)
Študentska založba,Študentska_založba_Publishing_House,http://www.culture.si/en/%C5%A0tudentska_zalo%C5%BEba_Publishing_House,12683485,zasebna,Ljubljana,"€ 199.299,47",,,,Poetry Re-Generation,2  ,40,V,2012,Kultura (2007-2013),Sklop 1.2.1,Podpora za projekte sodelovanja (do 24 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),"knjiga, branje, prevajanje ","knjiga, branje, prevajanje - projekt sodelovanja"
"Univerza na Primorskem, ZRS, Inštitut za dediščino Sredozemlja","Institute for Mediterranean Humanities and Social Studies, SRC Koper","http://www.culture.si/en/Institute_for_Mediterranean_Humanities_and_Social_Studies,_SRC_Koper",,javna,Koper,"€ 199.000,00",,,,Clash of Cultures,2  ,1,V,2012,Kultura (2007-2013),Sklop 1.2.1,Podpora za projekte sodelovanja (do 24 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),kulturna dediščina,kulturna dediščina
CODEEP,CodeEp,http://www.culture.si/en/CodeEp,,zasebna,Ljubljana,"€ 195.395,00",,,,TRIBE – Transitory residency initiative of Balkan and East Europe,2  ,7,V,2012,Kultura (2007-2013),Sklop 1.2.1,Podpora za projekte sodelovanja (do 24 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),interdisciplinarni projekti,interdisciplinarni projekti
Občina Brežice,Municipality_of_Brežice,http://www.culture.si/en/Municipality_of_Bre%C5%BEice,34944745,javna,Brežice,"€ 166.630,00",,,,"ACCORD – Establishing a Framework for conservation, evolution & promotion of Balkan Accordion Heritage in South-East Europe",2  ,2,V,2012,Kultura (2007-2013),Sklop 1.2.1,Podpora za projekte sodelovanja (do 24 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),uprizoritvene umetnosti,uprizoritvene umetnosti
"PEKINPAH - Društvo za kulturno, založniško in producentsko dejavnost",Pekinpah_Association,http://www.culture.si/en/Pekinpah_Association,47262362,zasebna,Ljubljana,"€ 162.000,00",,,,SPIDER EXPAND!: An Itinerant Artistic Manifestation,2  ,2,V,2012,Kultura (2007-2013),Sklop 1.2.1,Podpora za projekte sodelovanja (do 24 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),uprizoritvene umetnosti,uprizoritvene umetnosti
MGLC - Mednarodni grafični likovni center,"International_Centre_of_Graphic_Arts,_Ljubljana","http://www.culture.si/en/International_Centre_of_Graphic_Arts,_Ljubljana",39110079,javna,Ljubljana,"€ 131.000,00",,,,Password: Printmaking – travelling exhibition and art residencies,2  ,3,V,2012,Kultura (2007-2013),Sklop 1.2.1,Podpora za projekte sodelovanja (do 24 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),vizualne umetnosti,vizualne umetnosti
Društvo Komorni godalni orkester Slovenske filharmonije,Slovene_Philharmonic_String_Chamber_Orchestra,http://www.culture.si/en/Slovene_Philharmonic_String_Chamber_Orchestra,23347872,zasebna,Ljubljana,"€ 100.000,00",,,,Festival Maribor,5  ,2,V,2012,Kultura (2007-2013),Sklop 1.3.6 - enoletna podpora,Evropski kulturni festivali - podpora za eno izvedbo festivala,Kultura 2000 (2000-2006) ali Kultura (2007-2013),uprizoritvene umetnosti,uprizoritvene umetnosti
Narodni dom Maribor,Narodni_dom_Maribor,http://www.culture.si/en/Narodni_dom_Maribor,24909165,javna,Maribor,"€ 100.000,00",,,,Festival Lent ,5  ,2,V,2012,Kultura (2007-2013),Sklop 1.3.6 - enoletna podpora,Evropski kulturni festivali - podpora za eno izvedbo festivala,Kultura 2000 (2000-2006) ali Kultura (2007-2013),uprizoritvene umetnosti,uprizoritvene umetnosti
"Vertigo, zavod za kulturne dejavnosti",Vertigo/Emotionfilm,http://www.culture.si/en/Vertigo/Emotionfilm,99958821,zasebna,Ljubljana,"€ 100.000,00",,,,"Ulay, Lovelost / Zaljubljen zgubljen, Nočno življenje / Nightlife",18,8,V,2012,MEDIA (2007-2013),Razvoj projektov - skupine projektov,Podpora za neodvidne AV producente pri razvoju skupine treh do petih filmskih projektov ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,podpora za producente 
"Art kino mreža Slovenije
",,,,zasebna,razni sedeži,"€ 69.461,00",,,,Prikazovanje evropskih filmov v 2011,27,11,V,2012,MEDIA (2007-2013),Mreža Europa Cinemas,Europa Cinemas podpora za kinematografsko prikazovanje evropskih AV del ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,prikazovanje
Založba Pivec,Pivec Publishing House,http://www.culture.si/en/Pivec_Publishing_House,11487526,zasebna,Maribor,"€ 50.000,00",,,,Evropski pesniški turnir / European Poetical Tournament,2  ,40,V,2012,Kultura (2007-2013),Sklop 1.2.1,Podpora za projekte sodelovanja (do 24 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),"knjiga, branje, prevajanje ","knjiga, branje, prevajanje - projekt sodelovanja"
"CANKARJEV DOM Kulturni in kongresni center, Ljubljana","Cankarjev_dom,_Cultural_and_Congress_Centre","http://www.culture.si/en/Cankarjev_dom,_Cultural_and_Congress_Centre",27164136,javna,Ljubljana,"€ 50.000,00","€ 145.300,00",IT,,23. LIFFE - Ljubljanski mednarodni filmski festival / Ljubljana International Film Festival,24,10,V,2012,MEDIA (2007-2013),Festivali - štiriletna podpora,Podpora za organizacijo AV festivalov - štrirletna partnerska pogodba (letni znesek podpore variira  glede na uspešnost festivala leto prej),MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,festivali
Gustav film produkcija in storitve,Gustav_Film,http://www.culture.si/en/Gustav_Film,62293389,zasebna,Ljubljana,"€ 25.000,00",,,,Mama / Mother,19,8,V,2012,MEDIA (2007-2013),Razvoj projektov - samostojni projekti,Podpora za neodvisne AV producente pri razvoju samostojnega filmskega projekta,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,podpora za producente 
Studio Virc d.o.o.,x,,30479967,zasebna,Novo Mesto ,"€ 25.000,00",,,,"Houston, we have a problem!",19,8,V,2012,MEDIA (2007-2013),Razvoj projektov - samostojni projekti,Podpora za neodvisne AV producente pri razvoju samostojnega filmskega projekta,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,podpora za producente 
KARANTANIJA CINEMAS družba za svetovanje in filmsko produkcijo d.o.o.,Karantanija_Cinemas,http://www.culture.si/en/Karantanija_Cinemas,60769084,zasebna,Ljubljana,"€ 20.534,00",,,,Avtomatična distribucija v 2012,23,9,V,2012,MEDIA (2007-2013),Distribucija - avtomatična shema,Podpora distributerjem za ponovne naložbe v koprodukcijo ali distribucijo nenacionalnih filmov iz drugih evropskih držav; temelji na  doseženih rezultatih distribucije tujih evropskih filmov v preteklem letu,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
Javni zavod Kinodvor,Kinodvor_Cinema,http://www.culture.si/en/Kinodvor_Cinema,12753173,javna,Ljubljana,"€ 20.000,00",,,,Digitizacija kino platna,26,11,V,2012,MEDIA (2007-2013),Digitizacija kinematografov,"Podpora prikazovalcem za digitizacijo tj. posredne stroške, povezane z nakupom digitalnega projektorja",MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,prikazovanje
Javni zavod Kinodvor,Kinodvor_Cinema,http://www.culture.si/en/Kinodvor_Cinema,12753173,javna,Ljubljana,"€ 20.000,00",,,,Digitizacija mobilnega kino platna,26,11,V,2012,MEDIA (2007-2013),Digitizacija kinematografov,"Podpora prikazovalcem za digitizacijo tj. posredne stroške, povezane z nakupom digitalnega projektorja",MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,prikazovanje
"FIVIA, podjetje za distribucijo, produkcijo, intelektualne storitve in trgovino, d.o.o. ",Cenex/Fivia,http://www.culture.si/en/Cenex/Fivia,38788152,zasebna,Ljubljana,"€ 18.260,00",,,,Avtomatična distribucija v 2012,23,9,V,2012,MEDIA (2007-2013),Distribucija - avtomatična shema,Podpora distributerjem za ponovne naložbe v koprodukcijo ali distribucijo nenacionalnih filmov iz drugih evropskih držav; temelji na  doseženih rezultatih distribucije tujih evropskih filmov v preteklem letu,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
Javni zavod Kinodvor,Kinodvor_Cinema,http://www.culture.si/en/Kinodvor_Cinema,12753173,javna,Ljubljana,"€ 18.092,00",,,,9. ANIMATEKA - Mednarodni festival animiranega filma / International Animated Film Festival,24,10,V,2012,MEDIA (2007-2013),Festivali - štiriletna podpora,Podpora za organizacijo AV festivalov - štrirletna partnerska pogodba (letni znesek podpore variira  glede na uspešnost festivala leto prej),MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,festivali
"BLITZ FILM & VIDEO DISTRIBUTION, druzba za tgrovino, d.o.o.",Blitz_Film_and_Video_Distribution,http://www.culture.si/en/Blitz_Film_and_Video_Distribution,88939065,zasebna,Ljubljana,"€ 12.798,00",,,,Avtomatična distribucija v 2012,23,9,V,2012,MEDIA (2007-2013),Distribucija - avtomatična shema,Podpora distributerjem za ponovne naložbe v koprodukcijo ali distribucijo nenacionalnih filmov iz drugih evropskih držav; temelji na  doseženih rezultatih distribucije tujih evropskih filmov v preteklem letu,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
"Bela film, podjetje za filmsko in video produkcijo ter distribucijo d.o.o.",Bela_Film_Ltd,http://www.culture.si/en/Bela_Film_Ltd,66860954,zasebna,Ljubljana,"€ 11.684,72",,,,Nahrani me z besedami / Feed Me With Your Words,20,8,V,2012,MEDIA (2007-2013),Razvoj projektov - dostop do financ i2i Audiovisual,Podpora za neodvisne AV producente pri dostopu do zunanjega financiranja s strani bank in finančnih institucij,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,podpora za producente 
Demiurg posredovanje in promocija v kulturi Cvetka Flakus s.p.,Demiurg_Film_Distribution,http://www.culture.si/en/Demiurg_Film_Distribution,38677865,zasebna,Črni vrh,"€ 10.511,00",,,,Avtomatična distribucija v 2012,23,9,V,2012,MEDIA (2007-2013),Distribucija - avtomatična shema,Podpora distributerjem za ponovne naložbe v koprodukcijo ali distribucijo nenacionalnih filmov iz drugih evropskih držav; temelji na  doseženih rezultatih distribucije tujih evropskih filmov v preteklem letu,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
Arsmedia intermedialni inzeniring za kulturo d.o.o. T/A Arsmedia d.o.o.,Arsmedia,http://www.culture.si/en/Arsmedia,58203087,zasebna,Ljubljana,"€ 8.606,60","€ 1.384.620,00",UK,,Šanghaj / Shanghai Gipsy,20,8,V,2012,MEDIA (2007-2013),Razvoj projektov - dostop do financ i2i Audiovisual,Podpora za neodvisne AV producente pri dostopu do zunanjega financiranja s strani bank in finančnih institucij,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,podpora za producente 
"CINEMANIA GROUP, druzba za filmsko tehnologijo, d.o.o.",Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 7.405,00",,,,Avtomatična distribucija v 2012,23,9,V,2012,MEDIA (2007-2013),Distribucija - avtomatična shema,Podpora distributerjem za ponovne naložbe v koprodukcijo ali distribucijo nenacionalnih filmov iz drugih evropskih držav; temelji na  doseženih rezultatih distribucije tujih evropskih filmov v preteklem letu,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
"Fivia, podjetje za distribucijo , produkcijo, intelektualne storitve in trgovino d.o.o.",Cenex/Fivia,http://www.culture.si/en/Cenex/Fivia,38788152,zasebna,Vojnik,"€ 6.000,00",,,,Lotte ja kuukivi saladus (Lotte and the Moonstone Secret),22,9,V,2012,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
DRUSTVO ZA OZIVLJANJE ZGODBE 2 KOLUTA,2_Reels_-_Association_for_Reanimation_of_Storytelling,http://www.culture.si/en/2_Reels_-_Association_for_Reanimation_of_Storytelling,33976155,zasebna,Ljubljana,"€ 3.701,00",,,,Avtomatična distribucija v 2012,23,9,V,2012,MEDIA (2007-2013),Distribucija - avtomatična shema,Podpora distributerjem za ponovne naložbe v koprodukcijo ali distribucijo nenacionalnih filmov iz drugih evropskih držav; temelji na  doseženih rezultatih distribucije tujih evropskih filmov v preteklem letu,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
"Cinemania Group, družba za filmsko tehnologijo d.o.o.",Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 3.700,00",,,,Den skaldede frisør (All You Need is Love),22,9,V,2012,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
"CINEMANIA GROUP, druzba za filmsko tehnologijo, d.o.o.",Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 3.600,00",,,,2 DAYS IN NEW YORK ,22,9,V,2012,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
"CINEMANIA GROUP, druzba za filmsko tehnologijo, d.o.o.",Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 3.600,00",,,,HYSTERIA,22,9,V,2012,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
"Cinemania Group, družba za filmsko tehnologijo d.o.o.",Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 3.500,00",,,,Populaire,22,9,V,2012,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
"Cinemania Group, družba za filmsko tehnologijo d.o.o.",Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 2.500,00",,,,Barbara (by C. Petzold),22,9,V,2012,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
"Cinemania Group, družba za filmsko tehnologijo d.o.o.",Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 2.500,00",,,,En kongelig affære (A Royal Affair),22,9,V,2012,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
"Cinemania Group, družba za filmsko tehnologijo d.o.o.",Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 2.500,00",,,,Csak a szél (Just The Wind),22,9,V,2012,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
"Cinemania Group, družba za filmsko tehnologijo d.o.o.",Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 2.500,00",,,,Dupa Delauri (Beyond the Hills),22,9,V,2012,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
"Cinemania Group, družba za filmsko tehnologijo d.o.o.",Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 2.500,00",,,,Jagten (aka The Hunt),22,9,V,2012,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
"Cinemania Group, družba za filmsko tehnologijo d.o.o.",Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 2.500,00",,,,Shadow Dancer,22,9,V,2012,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
Demiurg posredovanje in promocija v kulturi Cvetka Flakus s.p.,Demiurg_Film_Distribution,http://www.culture.si/en/Demiurg_Film_Distribution,38677865,zasebna,Črni vrh,"€ 2.500,00",,,,Reality,22,9,V,2012,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
DEMIURG POSREDOVANJE IN PROMOCIJA V KULTURI CVETKA FLAKUS SP,Demiurg_Film_Distribution,http://www.culture.si/en/Demiurg_Film_Distribution,SI 386 77 865,zasebna,Črni vrh,"€ 2.500,00",,,,ALPEIS ,22,9,V,2012,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
Demiurg posredovanje in promocija v kulturi Cvetka Flakus s.p.,Demiurg_Film_Distribution,http://www.culture.si/en/Demiurg_Film_Distribution,38677865,zasebna,Črni vrh,"€ 2.300,00",,,,Es si on vivait tous ensemble? (And If We All Lived Together?),22,9,V,2012,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
CANKARJEV DOM Kulturni in kongresni center,"Cankarjev_dom,_Cultural_and_Congress_Centre","http://www.culture.si/en/Cankarjev_dom,_Cultural_and_Congress_Centre",27164136,javna,Ljubljana,"€ 2.083,00",,,,Avtomatična distribucija v 2012,23,9,V,2012,MEDIA (2007-2013),Distribucija - avtomatična shema,Podpora distributerjem za ponovne naložbe v koprodukcijo ali distribucijo nenacionalnih filmov iz drugih evropskih držav; temelji na  doseženih rezultatih distribucije tujih evropskih filmov v preteklem letu,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
DEMIURG POSREDOVANJE IN PROMOCIJA V KULTURI CVETKA FLAKUS SP,Demiurg_Film_Distribution,http://www.culture.si/en/Demiurg_Film_Distribution,SI 386 77 865,zasebna,Črni vrh,"€ 2.000,00",,,,HALT AUF FREIER STRECKE ,22,9,V,2012,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
Continental film d.o.o.,Continental_Film_Ltd/Con_Film_Ltd,http://www.culture.si/en/Continental_Film_Ltd/Con_Film_Ltd,21833192,zasebna,Ljubljana,"€ 1.500,00",,,,Amour (Love),22,9,V,2012,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
Continental film d.o.o.,Continental_Film_Ltd/Con_Film_Ltd,http://www.culture.si/en/Continental_Film_Ltd/Con_Film_Ltd,21833192,zasebna,Ljubljana,"€ 1.500,00",,,,Dans La Maison (In The House) ,22,9,V,2012,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
